0.000000000000000000e+00	1.564344650402308690e-01	3.090169943749473958e-01	4.539904997395467490e-01	5.877852522924731371e-01	7.071067811865474617e-01	8.090169943749473402e-01	8.910065241883677878e-01	9.510565162951535312e-01	9.876883405951377704e-01	1.000000000000000000e+00	9.876883405951377704e-01	9.510565162951536422e-01	8.910065241883678988e-01	8.090169943749474513e-01	7.071067811865475727e-01	5.877852522924732481e-01	4.539904997395468600e-01	3.090169943749475068e-01	1.564344650402309800e-01	1.224646799147353207e-16	-1.564344650402307579e-01	-3.090169943749472847e-01	-4.539904997395466935e-01	-5.877852522924730261e-01	-7.071067811865474617e-01	-8.090169943749473402e-01	-8.910065241883677878e-01	-9.510565162951535312e-01	-9.876883405951376593e-01	-1.000000000000000000e+00	-9.876883405951377704e-01	-9.510565162951536422e-01	-8.910065241883680098e-01	-8.090169943749475623e-01	-7.071067811865476838e-01
1.564344650402308690e-01	3.090169943749473958e-01	4.539904997395467490e-01	5.877852522924731371e-01	7.071067811865474617e-01	8.090169943749473402e-01	8.910065241883677878e-01	9.510565162951535312e-01	9.876883405951377704e-01	1.000000000000000000e+00	9.876883405951377704e-01	9.510565162951536422e-01	8.910065241883678988e-01	8.090169943749474513e-01	7.071067811865475727e-01	5.877852522924732481e-01	4.539904997395468600e-01	3.090169943749475068e-01	1.564344650402309800e-01	1.224646799147353207e-16	-1.564344650402307579e-01	-3.090169943749472847e-01	-4.539904997395466935e-01	-5.877852522924730261e-01	-7.071067811865474617e-01	-8.090169943749473402e-01	-8.910065241883677878e-01	-9.510565162951535312e-01	-9.876883405951376593e-01	-1.000000000000000000e+00	-9.876883405951377704e-01	-9.510565162951536422e-01	-8.910065241883680098e-01	-8.090169943749475623e-01	-7.071067811865476838e-01	-5.877852522924732481e-01
3.090169943749473958e-01	4.539904997395467490e-01	5.877852522924731371e-01	7.071067811865474617e-01	8.090169943749473402e-01	8.910065241883677878e-01	9.510565162951535312e-01	9.876883405951377704e-01	1.000000000000000000e+00	9.876883405951377704e-01	9.510565162951536422e-01	8.910065241883678988e-01	8.090169943749474513e-01	7.071067811865475727e-01	5.877852522924732481e-01	4.539904997395468600e-01	3.090169943749475068e-01	1.564344650402309800e-01	1.224646799147353207e-16	-1.564344650402307579e-01	-3.090169943749472847e-01	-4.539904997395466935e-01	-5.877852522924730261e-01	-7.071067811865474617e-01	-8.090169943749473402e-01	-8.910065241883677878e-01	-9.510565162951535312e-01	-9.876883405951376593e-01	-1.000000000000000000e+00	-9.876883405951377704e-01	-9.510565162951536422e-01	-8.910065241883680098e-01	-8.090169943749475623e-01	-7.071067811865476838e-01	-5.877852522924732481e-01	-4.539904997395469710e-01
4.539904997395467490e-01	5.877852522924731371e-01	7.071067811865474617e-01	8.090169943749473402e-01	8.910065241883677878e-01	9.510565162951535312e-01	9.876883405951377704e-01	1.000000000000000000e+00	9.876883405951377704e-01	9.510565162951536422e-01	8.910065241883678988e-01	8.090169943749474513e-01	7.071067811865475727e-01	5.877852522924732481e-01	4.539904997395468600e-01	3.090169943749475068e-01	1.564344650402309800e-01	1.224646799147353207e-16	-1.564344650402307579e-01	-3.090169943749472847e-01	-4.539904997395466935e-01	-5.877852522924730261e-01	-7.071067811865474617e-01	-8.090169943749473402e-01	-8.910065241883677878e-01	-9.510565162951535312e-01	-9.876883405951376593e-01	-1.000000000000000000e+00	-9.876883405951377704e-01	-9.510565162951536422e-01	-8.910065241883680098e-01	-8.090169943749475623e-01	-7.071067811865476838e-01	-5.877852522924732481e-01	-4.539904997395469710e-01	-3.090169943749476178e-01
5.877852522924731371e-01	7.071067811865474617e-01	8.090169943749473402e-01	8.910065241883677878e-01	9.510565162951535312e-01	9.876883405951377704e-01	1.000000000000000000e+00	9.876883405951377704e-01	9.510565162951536422e-01	8.910065241883678988e-01	8.090169943749474513e-01	7.071067811865475727e-01	5.877852522924732481e-01	4.539904997395468600e-01	3.090169943749475068e-01	1.564344650402309800e-01	1.224646799147353207e-16	-1.564344650402307579e-01	-3.090169943749472847e-01	-4.539904997395466935e-01	-5.877852522924730261e-01	-7.071067811865474617e-01	-8.090169943749473402e-01	-8.910065241883677878e-01	-9.510565162951535312e-01	-9.876883405951376593e-01	-1.000000000000000000e+00	-9.876883405951377704e-01	-9.510565162951536422e-01	-8.910065241883680098e-01	-8.090169943749475623e-01	-7.071067811865476838e-01	-5.877852522924732481e-01	-4.539904997395469710e-01	-3.090169943749476178e-01	-1.564344650402311188e-01
7.071067811865474617e-01	8.090169943749473402e-01	8.910065241883677878e-01	9.510565162951535312e-01	9.876883405951377704e-01	1.000000000000000000e+00	9.876883405951377704e-01	9.510565162951536422e-01	8.910065241883678988e-01	8.090169943749474513e-01	7.071067811865475727e-01	5.877852522924732481e-01	4.539904997395468600e-01	3.090169943749475068e-01	1.564344650402309800e-01	1.224646799147353207e-16	-1.564344650402307579e-01	-3.090169943749472847e-01	-4.539904997395466935e-01	-5.877852522924730261e-01	-7.071067811865474617e-01	-8.090169943749473402e-01	-8.910065241883677878e-01	-9.510565162951535312e-01	-9.876883405951376593e-01	-1.000000000000000000e+00	-9.876883405951377704e-01	-9.510565162951536422e-01	-8.910065241883680098e-01	-8.090169943749475623e-01	-7.071067811865476838e-01	-5.877852522924732481e-01	-4.539904997395469710e-01	-3.090169943749476178e-01	-1.564344650402311188e-01	-2.449293598294706414e-16
8.090169943749473402e-01	8.910065241883677878e-01	9.510565162951535312e-01	9.876883405951377704e-01	1.000000000000000000e+00	9.876883405951377704e-01	9.510565162951536422e-01	8.910065241883678988e-01	8.090169943749474513e-01	7.071067811865475727e-01	5.877852522924732481e-01	4.539904997395468600e-01	3.090169943749475068e-01	1.564344650402309800e-01	1.224646799147353207e-16	-1.564344650402307579e-01	-3.090169943749472847e-01	-4.539904997395466935e-01	-5.877852522924730261e-01	-7.071067811865474617e-01	-8.090169943749473402e-01	-8.910065241883677878e-01	-9.510565162951535312e-01	-9.876883405951376593e-01	-1.000000000000000000e+00	-9.876883405951377704e-01	-9.510565162951536422e-01	-8.910065241883680098e-01	-8.090169943749475623e-01	-7.071067811865476838e-01	-5.877852522924732481e-01	-4.539904997395469710e-01	-3.090169943749476178e-01	-1.564344650402311188e-01	-2.449293598294706414e-16	1.564344650402306192e-01
8.910065241883677878e-01	9.510565162951535312e-01	9.876883405951377704e-01	1.000000000000000000e+00	9.876883405951377704e-01	9.510565162951536422e-01	8.910065241883678988e-01	8.090169943749474513e-01	7.071067811865475727e-01	5.877852522924732481e-01	4.539904997395468600e-01	3.090169943749475068e-01	1.564344650402309800e-01	1.224646799147353207e-16	-1.564344650402307579e-01	-3.090169943749472847e-01	-4.539904997395466935e-01	-5.877852522924730261e-01	-7.071067811865474617e-01	-8.090169943749473402e-01	-8.910065241883677878e-01	-9.510565162951535312e-01	-9.876883405951376593e-01	-1.000000000000000000e+00	-9.876883405951377704e-01	-9.510565162951536422e-01	-8.910065241883680098e-01	-8.090169943749475623e-01	-7.071067811865476838e-01	-5.877852522924732481e-01	-4.539904997395469710e-01	-3.090169943749476178e-01	-1.564344650402311188e-01	-2.449293598294706414e-16	1.564344650402306192e-01	3.090169943749471737e-01
9.510565162951535312e-01	9.876883405951377704e-01	1.000000000000000000e+00	9.876883405951377704e-01	9.510565162951536422e-01	8.910065241883678988e-01	8.090169943749474513e-01	7.071067811865475727e-01	5.877852522924732481e-01	4.539904997395468600e-01	3.090169943749475068e-01	1.564344650402309800e-01	1.224646799147353207e-16	-1.564344650402307579e-01	-3.090169943749472847e-01	-4.539904997395466935e-01	-5.877852522924730261e-01	-7.071067811865474617e-01	-8.090169943749473402e-01	-8.910065241883677878e-01	-9.510565162951535312e-01	-9.876883405951376593e-01	-1.000000000000000000e+00	-9.876883405951377704e-01	-9.510565162951536422e-01	-8.910065241883680098e-01	-8.090169943749475623e-01	-7.071067811865476838e-01	-5.877852522924732481e-01	-4.539904997395469710e-01	-3.090169943749476178e-01	-1.564344650402311188e-01	-2.449293598294706414e-16	1.564344650402306192e-01	3.090169943749471737e-01	4.539904997395465824e-01
9.876883405951377704e-01	1.000000000000000000e+00	9.876883405951377704e-01	9.510565162951536422e-01	8.910065241883678988e-01	8.090169943749474513e-01	7.071067811865475727e-01	5.877852522924732481e-01	4.539904997395468600e-01	3.090169943749475068e-01	1.564344650402309800e-01	1.224646799147353207e-16	-1.564344650402307579e-01	-3.090169943749472847e-01	-4.539904997395466935e-01	-5.877852522924730261e-01	-7.071067811865474617e-01	-8.090169943749473402e-01	-8.910065241883677878e-01	-9.510565162951535312e-01	-9.876883405951376593e-01	-1.000000000000000000e+00	-9.876883405951377704e-01	-9.510565162951536422e-01	-8.910065241883680098e-01	-8.090169943749475623e-01	-7.071067811865476838e-01	-5.877852522924732481e-01	-4.539904997395469710e-01	-3.090169943749476178e-01	-1.564344650402311188e-01	-2.449293598294706414e-16	1.564344650402306192e-01	3.090169943749471737e-01	4.539904997395465824e-01	5.877852522924729151e-01
